blacklist_id,type,value,reason,created_at
7576,IP,97.227.158.112,IP address flagged for suspicious activity: 97.227.158.112,2025-04-19 08:33:58.223
7577,MERCHANT,Merchant_1331737454_2140,Suspicious transactions detected for merchant Merchant_1331737454_2140,2024-05-25 11:04:58.230
7578,USER,mimoza.kryeziu6144@protonmail.com,Suspicious activity detected for user mimoza.kryeziu6144@protonmail.com,2024-03-29 10:16:58.237
7579,IP,76.44.82.107,IP address flagged for suspicious activity: 76.44.82.107,2025-04-11 17:58:58.240
7580,MERCHANT,Merchant_723854842_171,Suspicious transactions detected for merchant Merchant_723854842_171,2024-08-14 18:28:58.243
7581,USER,pgarcia8661@aol.com,Suspicious activity detected for user pgarcia8661@aol.com,2024-10-21 21:29:58.250
7582,MERCHANT,Merchant_2114454159_2692,Suspicious transactions detected for merchant Merchant_2114454159_2692,2024-10-17 08:38:58.250
7583,USER,besnik907@protonmail.com,Suspicious activity detected for user besnik907@protonmail.com,2024-04-20 20:33:58.257
7584,IP,217.9.217.227,IP address flagged for suspicious activity: 217.9.217.227,2025-10-24 04:27:58.260
7585,USER,rina_krasniqi2026@hotmail.com,Suspicious activity detected for user rina_krasniqi2026@hotmail.com,2024-11-16 21:21:58.267
7586,MERCHANT,Merchant_1124334443_4737,Suspicious transactions detected for merchant Merchant_1124334443_4737,2024-10-14 04:24:58.270
7587,USER,era739@hotmail.com,Suspicious activity detected for user era739@hotmail.com,2025-07-12 06:31:58.277
7588,IP,116.218.159.120,IP address flagged for suspicious activity: 116.218.159.120,2025-12-14 19:41:58.280
7589,IP,17.31.56.230,IP address flagged for suspicious activity: 17.31.56.230,2025-06-25 14:09:58.293
7590,USER,krrahmani1613@gmail.com,Suspicious activity detected for user krrahmani1613@gmail.com,2025-04-24 07:35:58.300
7591,USER,hrodriguez4749@hotmail.com,Suspicious activity detected for user hrodriguez4749@hotmail.com,2024-04-16 19:01:58.310
7592,MERCHANT,Merchant_408045725_3388,Suspicious transactions detected for merchant Merchant_408045725_3388,2024-04-06 01:01:58.313
7593,IP,55.122.9.22,IP address flagged for suspicious activity: 55.122.9.22,2025-12-18 11:22:58.323
7594,MERCHANT,Merchant_668658522_430,Suspicious transactions detected for merchant Merchant_668658522_430,2025-07-29 23:40:58.330
7595,USER,jeton231@aol.com,Suspicious activity detected for user jeton231@aol.com,2025-09-19 00:32:58.337
7596,IP,90.163.70.43,IP address flagged for suspicious activity: 90.163.70.43,2025-10-11 08:35:58.343
7597,MERCHANT,Merchant_1447901176_1064,Suspicious transactions detected for merchant Merchant_1447901176_1064,2025-08-05 15:31:58.347
7598,IP,231.29.169.121,IP address flagged for suspicious activity: 231.29.169.121,2025-06-25 00:18:58.350
7599,MERCHANT,Merchant_540387157_3720,Suspicious transactions detected for merchant Merchant_540387157_3720,2024-10-24 09:33:58.353
7600,USER,ojohnson4017@hotmail.com,Suspicious activity detected for user ojohnson4017@hotmail.com,2025-12-22 21:42:58.360
7601,MERCHANT,Merchant_238712946_1951,Suspicious transactions detected for merchant Merchant_238712946_1951,2024-12-16 14:31:58.360
7602,MERCHANT,Merchant_1657003848_32,Suspicious transactions detected for merchant Merchant_1657003848_32,2024-10-13 00:52:58.363
7603,USER,shkumbin.hoxha9988@hotmail.com,Suspicious activity detected for user shkumbin.hoxha9988@hotmail.com,2025-03-08 02:27:58.370
7604,USER,blerim767@yahoo.com,Suspicious activity detected for user blerim767@yahoo.com,2025-04-18 00:13:58.377
7605,IP,60.95.51.171,IP address flagged for suspicious activity: 60.95.51.171,2025-06-28 21:43:58.380
7606,MERCHANT,Merchant_1069915705_2873,Suspicious transactions detected for merchant Merchant_1069915705_2873,2024-08-28 19:29:58.383
7607,MERCHANT,Merchant_287582379_4764,Suspicious transactions detected for merchant Merchant_287582379_4764,2025-06-05 16:36:58.390
7608,IP,247.87.58.38,IP address flagged for suspicious activity: 247.87.58.38,2025-01-22 09:05:58.397
7609,IP,196.146.120.38,IP address flagged for suspicious activity: 196.146.120.38,2024-09-30 00:11:58.407
7610,MERCHANT,Merchant_1560479103_3424,Suspicious transactions detected for merchant Merchant_1560479103_3424,2025-03-27 13:27:58.413
7611,IP,67.45.144.90,IP address flagged for suspicious activity: 67.45.144.90,2025-09-13 05:19:58.420
7612,MERCHANT,Merchant_1059520631_143,Suspicious transactions detected for merchant Merchant_1059520631_143,2025-03-23 11:30:58.423
7613,USER,migjen311@hotmail.com,Suspicious activity detected for user migjen311@hotmail.com,2025-07-05 06:34:58.430
7614,USER,jeta.mehmeti2436@icloud.com,Suspicious activity detected for user jeta.mehmeti2436@icloud.com,2024-12-12 02:03:58.433
7615,USER,prrahmani3537@live.com,Suspicious activity detected for user prrahmani3537@live.com,2026-02-01 11:39:58.440
7616,IP,40.158.54.138,IP address flagged for suspicious activity: 40.158.54.138,2024-12-20 02:56:58.450
7617,IP,51.94.116.174,IP address flagged for suspicious activity: 51.94.116.174,2026-01-29 06:54:58.453
7618,IP,146.41.160.28,IP address flagged for suspicious activity: 146.41.160.28,2026-01-20 14:40:58.460
7619,MERCHANT,Merchant_1164763671_3430,Suspicious transactions detected for merchant Merchant_1164763671_3430,2026-01-03 13:20:58.463
7620,IP,195.7.32.158,IP address flagged for suspicious activity: 195.7.32.158,2024-09-14 11:29:58.470
7621,IP,57.134.99.137,IP address flagged for suspicious activity: 57.134.99.137,2024-03-05 12:20:58.477
7622,IP,80.179.101.62,IP address flagged for suspicious activity: 80.179.101.62,2024-05-11 03:48:58.483
7623,IP,206.160.13.180,IP address flagged for suspicious activity: 206.160.13.180,2025-12-14 04:06:58.490
7624,IP,174.63.254.3,IP address flagged for suspicious activity: 174.63.254.3,2025-10-30 23:01:58.497
7625,IP,149.21.133.74,IP address flagged for suspicious activity: 149.21.133.74,2024-02-11 19:00:58.507
7626,MERCHANT,Merchant_1228716750_2714,Suspicious transactions detected for merchant Merchant_1228716750_2714,2024-04-25 19:36:58.510
7627,IP,198.110.243.94,IP address flagged for suspicious activity: 198.110.243.94,2025-06-07 22:52:58.520
7628,MERCHANT,Merchant_1916842178_3574,Suspicious transactions detected for merchant Merchant_1916842178_3574,2026-01-06 12:00:58.520
7629,USER,nmaloku805@outlook.com,Suspicious activity detected for user nmaloku805@outlook.com,2025-11-02 02:47:58.527
7630,USER,zana607@gmail.com,Suspicious activity detected for user zana607@gmail.com,2025-01-31 07:25:58.533
7631,IP,106.98.227.145,IP address flagged for suspicious activity: 106.98.227.145,2024-11-29 16:58:58.543
7632,USER,rrezart.kadriu1740@protonmail.com,Suspicious activity detected for user rrezart.kadriu1740@protonmail.com,2025-10-02 17:25:58.550
7633,USER,fjackson1697@yahoo.com,Suspicious activity detected for user fjackson1697@yahoo.com,2024-12-27 16:09:58.553
7634,USER,hana.kryeziu6540@aol.com,Suspicious activity detected for user hana.kryeziu6540@aol.com,2025-06-08 01:55:58.563
7635,MERCHANT,Merchant_2004554785_1746,Suspicious transactions detected for merchant Merchant_2004554785_1746,2025-06-12 19:13:58.567
7636,MERCHANT,Merchant_252539171_4236,Suspicious transactions detected for merchant Merchant_252539171_4236,2025-01-28 16:46:58.570
7637,IP,3.151.69.63,IP address flagged for suspicious activity: 3.151.69.63,2024-02-16 17:18:58.577
7638,MERCHANT,Merchant_1735548911_4299,Suspicious transactions detected for merchant Merchant_1735548911_4299,2024-04-22 11:59:58.580
7639,MERCHANT,Merchant_1708671581_1895,Suspicious transactions detected for merchant Merchant_1708671581_1895,2024-12-02 17:28:58.583
7640,IP,141.208.22.17,IP address flagged for suspicious activity: 141.208.22.17,2024-11-22 10:14:58.590
7641,MERCHANT,Merchant_891719997_1658,Suspicious transactions detected for merchant Merchant_891719997_1658,2025-03-10 19:23:58.593
7642,MERCHANT,Merchant_1370169374_2567,Suspicious transactions detected for merchant Merchant_1370169374_2567,2024-03-07 00:58:58.597
7643,USER,olti_lopez2026@outlook.com,Suspicious activity detected for user olti_lopez2026@outlook.com,2024-02-26 16:38:58.603
7644,MERCHANT,Merchant_1858869465_1403,Suspicious transactions detected for merchant Merchant_1858869465_1403,2024-09-27 01:17:58.607
7645,USER,leotrim879@aol.com,Suspicious activity detected for user leotrim879@aol.com,2025-09-24 05:58:58.617
7646,IP,247.87.58.38,IP address flagged for suspicious activity: 247.87.58.38,2024-08-01 06:05:58.627
7647,IP,120.193.62.93,IP address flagged for suspicious activity: 120.193.62.93,2024-08-19 09:34:58.633
7648,USER,zthaçi7321@icloud.com,Suspicious activity detected for user zthaçi7321@icloud.com,2025-03-12 09:33:58.647
7649,IP,193.194.207.234,IP address flagged for suspicious activity: 193.194.207.234,2024-03-30 10:43:58.650
7650,USER,hysni_martin2026@live.com,Suspicious activity detected for user hysni_martin2026@live.com,2025-10-24 19:13:58.657
7651,USER,ygjoka6709@hotmail.com,Suspicious activity detected for user ygjoka6709@hotmail.com,2024-09-25 04:24:58.660
7652,USER,olsi_bytyqi2026@outlook.com,Suspicious activity detected for user olsi_bytyqi2026@outlook.com,2024-02-23 04:46:58.667
7653,IP,118.82.34.103,IP address flagged for suspicious activity: 118.82.34.103,2024-11-25 15:15:58.677
7654,IP,177.53.131.247,IP address flagged for suspicious activity: 177.53.131.247,2025-03-03 18:56:58.683
7655,USER,zrodriguez357@protonmail.com,Suspicious activity detected for user zrodriguez357@protonmail.com,2024-03-02 17:37:58.690
7656,USER,shprese203@protonmail.com,Suspicious activity detected for user shprese203@protonmail.com,2024-05-27 13:58:58.693
7657,USER,zef.dedaj5688@outlook.com,Suspicious activity detected for user zef.dedaj5688@outlook.com,2024-07-17 12:49:58.700
7658,IP,107.182.72.148,IP address flagged for suspicious activity: 107.182.72.148,2025-09-04 06:42:58.707
7659,MERCHANT,Merchant_1435655676_4170,Suspicious transactions detected for merchant Merchant_1435655676_4170,2024-04-07 10:47:58.713
7660,MERCHANT,Merchant_665243788_4155,Suspicious transactions detected for merchant Merchant_665243788_4155,2024-04-24 21:18:58.717
7661,MERCHANT,Merchant_1706960846_4793,Suspicious transactions detected for merchant Merchant_1706960846_4793,2024-11-29 01:06:58.720
7662,IP,11.49.13.101,IP address flagged for suspicious activity: 11.49.13.101,2024-04-09 18:13:58.727
7663,USER,hysni_bytyqi2026@live.com,Suspicious activity detected for user hysni_bytyqi2026@live.com,2025-05-20 05:15:58.733
7664,IP,87.58.243.111,IP address flagged for suspicious activity: 87.58.243.111,2026-01-06 10:44:58.740
7665,MERCHANT,Merchant_166560846_2538,Suspicious transactions detected for merchant Merchant_166560846_2538,2024-11-30 17:03:58.743
7666,IP,17.64.72.116,IP address flagged for suspicious activity: 17.64.72.116,2024-08-10 16:39:58.750
7667,USER,hekuran663@protonmail.com,Suspicious activity detected for user hekuran663@protonmail.com,2025-04-20 10:25:58.753
7668,USER,gkrasniqi7129@aol.com,Suspicious activity detected for user gkrasniqi7129@aol.com,2025-12-14 13:30:58.760
7669,USER,rbrown6573@live.com,Suspicious activity detected for user rbrown6573@live.com,2025-05-26 01:52:58.770
7670,MERCHANT,Merchant_231126240_955,Suspicious transactions detected for merchant Merchant_231126240_955,2024-04-03 20:05:58.770
7671,MERCHANT,Merchant_991958574_2312,Suspicious transactions detected for merchant Merchant_991958574_2312,2024-04-20 18:28:58.773
7672,MERCHANT,Merchant_1637029134_4770,Suspicious transactions detected for merchant Merchant_1637029134_4770,2025-07-12 06:22:58.777
7673,IP,210.192.232.177,IP address flagged for suspicious activity: 210.192.232.177,2024-10-27 06:29:58.783
7674,MERCHANT,Merchant_952999682_1310,Suspicious transactions detected for merchant Merchant_952999682_1310,2025-01-19 06:20:58.787
7675,MERCHANT,Merchant_547067181_4533,Suspicious transactions detected for merchant Merchant_547067181_4533,2024-07-31 17:46:58.790
7676,MERCHANT,Merchant_1154516765_3706,Suspicious transactions detected for merchant Merchant_1154516765_3706,2024-04-03 18:22:58.790
7677,MERCHANT,Merchant_131546027_1355,Suspicious transactions detected for merchant Merchant_131546027_1355,2024-05-17 09:15:58.793
7678,USER,zjohnson8077@gmail.com,Suspicious activity detected for user zjohnson8077@gmail.com,2024-09-14 13:30:58.797
7679,MERCHANT,Merchant_1526429804_3944,Suspicious transactions detected for merchant Merchant_1526429804_3944,2025-01-24 15:29:58.800
7680,MERCHANT,Merchant_1004071589_4081,Suspicious transactions detected for merchant Merchant_1004071589_4081,2025-12-20 13:05:58.810
7681,IP,221.9.136.211,IP address flagged for suspicious activity: 221.9.136.211,2024-11-28 20:36:58.837
7682,MERCHANT,Merchant_930031186_1810,Suspicious transactions detected for merchant Merchant_930031186_1810,2025-06-23 18:18:58.873
7683,MERCHANT,Merchant_2055929386_352,Suspicious transactions detected for merchant Merchant_2055929386_352,2025-01-18 22:45:58.877
7684,IP,14.148.210.46,IP address flagged for suspicious activity: 14.148.210.46,2025-10-02 06:35:58.890
7685,USER,fitim.pajaziti8800@aol.com,Suspicious activity detected for user fitim.pajaziti8800@aol.com,2024-08-20 11:29:58.900
7686,USER,shprese351@yahoo.com,Suspicious activity detected for user shprese351@yahoo.com,2024-05-29 17:20:58.907
7687,USER,lmoore481@outlook.com,Suspicious activity detected for user lmoore481@outlook.com,2024-03-27 05:06:58.913
7688,MERCHANT,Merchant_1582866579_2210,Suspicious transactions detected for merchant Merchant_1582866579_2210,2024-02-26 03:20:58.917
7689,USER,nora.wilson7104@outlook.com,Suspicious activity detected for user nora.wilson7104@outlook.com,2024-11-24 15:39:58.923
7690,IP,60.244.107.172,IP address flagged for suspicious activity: 60.244.107.172,2026-01-05 18:18:58.930
7691,USER,hysni.rrahmani7240@aol.com,Suspicious activity detected for user hysni.rrahmani7240@aol.com,2024-03-25 16:26:58.940
7692,IP,180.82.54.50,IP address flagged for suspicious activity: 180.82.54.50,2025-01-04 08:06:58.947
7693,MERCHANT,Merchant_136789603_4496,Suspicious transactions detected for merchant Merchant_136789603_4496,2025-09-16 17:46:58.950
7694,IP,77.156.15.161,IP address flagged for suspicious activity: 77.156.15.161,2026-01-30 14:23:58.957
7695,MERCHANT,Merchant_1874563642_1111,Suspicious transactions detected for merchant Merchant_1874563642_1111,2025-12-03 22:18:58.960
7696,IP,15.71.52.40,IP address flagged for suspicious activity: 15.71.52.40,2024-03-02 21:15:58.963
7697,IP,75.83.102.135,IP address flagged for suspicious activity: 75.83.102.135,2024-08-31 08:12:58.973
7698,USER,vkrasniqi6649@hotmail.com,Suspicious activity detected for user vkrasniqi6649@hotmail.com,2025-12-26 14:57:58.980
7699,IP,224.10.103.105,IP address flagged for suspicious activity: 224.10.103.105,2025-11-02 06:30:58.987
7700,MERCHANT,Merchant_1657221299_4049,Suspicious transactions detected for merchant Merchant_1657221299_4049,2026-01-26 16:27:58.990
7701,MERCHANT,Merchant_1056956829_1624,Suspicious transactions detected for merchant Merchant_1056956829_1624,2025-05-11 03:07:58.993
7702,USER,jlopez149@aol.com,Suspicious activity detected for user jlopez149@aol.com,2025-03-21 08:58:59.000
7703,MERCHANT,Merchant_1462106213_2192,Suspicious transactions detected for merchant Merchant_1462106213_2192,2024-07-01 23:20:59.003
7704,IP,219.183.210.60,IP address flagged for suspicious activity: 219.183.210.60,2025-06-03 15:50:59.010
7705,IP,23.122.242.187,IP address flagged for suspicious activity: 23.122.242.187,2024-08-15 14:41:59.017
7706,MERCHANT,Merchant_37283449_2000,Suspicious transactions detected for merchant Merchant_37283449_2000,2025-04-15 20:58:59.023
7707,MERCHANT,Merchant_505405336_4776,Suspicious transactions detected for merchant Merchant_505405336_4776,2024-08-06 19:06:59.027
7708,USER,rrezart_beka2026@yahoo.com,Suspicious activity detected for user rrezart_beka2026@yahoo.com,2024-05-21 19:04:59.033
7709,IP,107.5.231.84,IP address flagged for suspicious activity: 107.5.231.84,2025-01-10 10:24:59.040
7710,IP,251.1.132.125,IP address flagged for suspicious activity: 251.1.132.125,2024-10-24 00:24:59.047
7711,USER,ybeka2601@yahoo.com,Suspicious activity detected for user ybeka2601@yahoo.com,2024-08-20 16:25:59.050
7712,MERCHANT,Merchant_211976150_1112,Suspicious transactions detected for merchant Merchant_211976150_1112,2025-06-21 17:27:59.053
7713,IP,128.166.105.6,IP address flagged for suspicious activity: 128.166.105.6,2024-08-26 03:22:59.060
